ax,ay,az,wx,wy,wz
10.0389375686646,7.98260593414307,-14.3065366744995,-6.48719787597656,-3.4731247425079306,-5.38858890533447
27.4594345092773,10.8848009109497,-5.70568561553955,-5.59933137893677,-1.51902437210083,-8.27301025390625
22.7189540863037,13.767703056335401,9.21176910400391,0.32955208420753496,-1.3061441183090199,-10.0108699798584
12.3966159820557,9.23031330108643,3.92527604103088,3.04873871803284,-0.498145937919617,-8.39029216766357
3.81640267372131,6.14222621917725,3.5086257457733194,4.2992959022522,-2.99895453453064,-6.972974300384519
-4.0977087020874,4.55114889144897,-4.781457901000981,0.7664605975151059,-4.31288719177246,-5.72287511825562
-9.70110130310059,2.2269701957702597,0.31824541091918895,-0.240826532244682,-2.60052943229675,-3.19656372070312
-17.9780235290527,-0.17063815891742698,7.975128173828121,3.14739060401917,-3.27994441986084,0.8095253109931949
-19.0343055725098,-6.70095014572144,-3.2377882003784197,2.25692796707153,-1.30644953250885,5.64270162582397
-1.41670060157776,-15.844224929809599,-8.18823909759521,-0.9191724061965941,-1.0392038822174101,7.4098825454711905
15.3305158615112,-18.829719543457,3.94980239868164,1.5636162757873502,-1.5995035171508798,6.588140487670901
21.586400985717802,8.12617492675781,-3.01076912879944,0.75851958990097,0.8076927661895749,0.31382277607917797
13.680514335632301,3.833899974823,-1.9574785232543899,-0.137440636754036,1.8768281936645501,-4.18980121612549
3.60418915748596,-12.262916564941401,3.68793797492981,2.12299966812134,3.2579538822174103,-2.5594499111175497
0.9631111025810241,-7.93504858016968,-4.46710062026978,0.5851916670799261,3.90300846099854,-0.6001574397087099
-0.6157031655311579,-1.39860486984253,0.280708014965057,0.130721315741539,2.73323607444763,0.648719787597656
-2.66560435295105,3.6498022079467796,-1.69995093345642,-1.61202585697174,0.5754181146621701,2.31602740287781
-2.97218489646912,7.11416101455688,0.920488953590393,-3.51664757728577,0.3257342875003811,4.80324459075928
-5.56555604934692,16.7122211456299,4.3818564414978,-3.24069738388062,2.42139863967896,7.8999347686767605
8.903693199157711,26.7767314910889,7.25055170059204,-1.01889324188232,3.45663189888,6.83904600143433
10.8910818099976,16.980516433715803,8.39491939544678,1.8774390220642099,1.6007252931594802,6.62265348434448
15.205939292907699,1.55608248710632,3.88564491271973,2.91496300697327,1.9805195331573502,6.00600290298462
12.8904342651367,-2.16580367088318,-2.67098832130432,2.14712810516357,-0.9316948056221009,4.18170785903931
6.570391654968259,-5.31356191635132,4.39800786972046,5.16394996643066,-2.2589132785797097,3.75518345832825
1.7696418762206998,-3.32168650627136,-5.6104211807251,5.292991638183589,-1.37578070163727,4.06961727142334
-0.18095721304416698,-2.10897397994995,-6.2512493133544895,6.31157922744751,0.00335966004058719,4.71848964691162
10.7843017578125,-9.32393264770508,-17.6005573272705,2.39482665061951,-1.0248489379882801,3.9495856761932404
17.2766284942627,-20.0533485412598,-29.318359375,-9.46538352966309,-2.27418422698975,2.9248893260955797
31.4102840423584,-35.0569458007812,24.8620262145996,-0.957961201667786,0.480431377887726,0.277324646711349
27.4637718200684,-24.8455753326416,4.04955339431763,5.25664615631104,3.93767404556274,-2.52463173866272
16.1122207641602,-19.2456226348877,-16.5149631500244,1.11922490596771,-1.15633380413055,-3.0606501102447496
12.563515663147,-11.937941551208501,-4.7250771522522,-0.650399625301361,-1.90950858592987,-3.10463118553162
6.67447948455811,-5.8803615570068395,-0.714556634426117,-0.5894675850868231,1.8088713884353602,-2.4317829608917205
4.03265380859375,-0.33708888292312605,-1.48609244823456,-0.7110261917114259,2.00449538230896,-2.37191987037659
2.53669118881226,1.46784710884094,-4.1548376083374,-1.1293038129806499,0.24006296694278698,-2.48141431808472
7.698607921600339,3.88669180870056,-9.39123058319092,-2.45820212364197,-3.5048887729644798,-3.2910923957824703
6.4120168685913095,6.289982795715329,-15.3619213104248,-4.070838928222661,-6.074265003204349,-2.37879204750061
13.5856990814209,11.067402839660598,-19.0975666046143,-5.672480583190921,-6.059452056884769,-2.81020283699036
22.1183547973633,10.767851829528801,-9.778867721557619,-4.78553009033203,-3.4613659381866495,-4.98985862731934
16.199857711792,9.13669395446777,-1.1893824338913002,-1.97853422164917,-2.33985042572021,-6.121300220489499
8.5797643661499,5.13739013671875,-1.74990105628967,-0.128736063838005,-1.5500248670578,-5.13111686706543
-0.893420159816742,5.07742023468018,-1.9800606966018701,0.7389724850654599,-1.17282676696777,-3.2903287410736097
-5.61027193069458,5.39207649230957,-5.362464904785161,-0.43263256549835205,-1.27300572395325,-1.54926133155823
-11.371291160583501,3.27098846435547,-3.0670003890991198,-0.508683025836945,-2.15766525268555,1.25040435791016
-10.774730682372999,-2.52442789077759,-1.17009031772614,0.22173754870891602,-2.4006297588348398,4.01433563232422
11.5625677108765,-8.34302520751953,-8.9246301651001,-2.6055688858032204,-0.120031483471394,3.7550308704376203
21.869651794433604,-6.26291418075562,3.06789779663086,-1.2003148794174199,2.4858429431915297,1.61737084388733
23.810977935791,-1.4327025413513201,8.04601573944092,1.4515258073806798,0.481805771589279,-3.91629457473755
4.55937385559082,-10.183553695678699,2.91535520553589,2.37741756439209,0.438282907009125,-3.02048707008362
-0.509970307350159,-6.28041172027588,0.29327031970024103,2.36107730865479,0.8600729703903199,-1.6024050712585403
